q_id,web_list
2078,"[1705, 1704, 1762, 1758, 1761]"
2079,"[1705, 1704, 1753, 1915, 1041]"
2080,"[1172, 1179, 1124, 1132, 1784]"
2081,"[1704, 1705, 1112, 335, 346]"
2082,"[1049, 1752, 1030, 1037, 1917]"
2083,"[277, 7, 836, 11, 1067]"
2084,"[1705, 1704, 1774, 1916, 341]"
2085,"[1704, 1705, 1064, 1176, 868]"
2086,"[1877, 801, 1171, 1011, 401]"
2087,"[1704, 1705, 1907, 1270, 1916]"
2088,"[1705, 1704, 1762, 1721, 1758]"
2089,"[341, 165, 1915, 1704, 1705]"
2090,"[1068, 1137, 773, 374, 819]"
2091,"[1071, 1705, 1704, 1748, 868]"
2092,"[1752, 782, 60, 1746, 463]"
2093,"[374, 361, 1131, 1125, 377]"
2094,"[1705, 1704, 1762, 1758, 1760]"
2095,"[1705, 1704, 1313, 1907, 1567]"
2096,"[1705, 1704, 1753, 1040, 1029]"
2097,"[1704, 1705, 374, 1607, 1129]"
2098,"[277, 1015, 836, 564, 563]"
2099,"[1704, 1705, 1762, 1758, 1760]"
2100,"[1704, 1705, 1030, 1752, 1041]"
2101,"[1704, 1705, 1758, 1762, 455]"
2102,"[1705, 1704, 1795, 1774, 1769]"
2103,"[1149, 1915, 1917, 1049, 1037]"
2104,"[1705, 1704, 1042, 1488, 1029]"
2105,"[1704, 1705, 1037, 1049, 1749]"
2106,"[1916, 184, 189, 178, 706]"
2107,"[1705, 1704, 1040, 164, 1029]"
2108,"[1026, 1014, 1705, 1704, 738]"
2109,"[1704, 1705, 1795, 1774, 1761]"
2110,"[1705, 1704, 454, 455, 390]"
2111,"[7, 32, 1243, 25, 1015]"
2112,"[1705, 220, 1704, 272, 409]"
2113,"[24, 1243, 11, 1570, 1063]"
2114,"[1131, 1704, 1705, 374, 361]"
2115,"[1015, 440, 564, 575, 563]"
2116,"[1705, 1704, 1064, 321, 1313]"
2117,"[1705, 1704, 175, 165, 1916]"
2118,"[1704, 1705, 699, 374, 1137]"
2119,"[1705, 1704, 762, 1137, 175]"
2120,"[1704, 1705, 1760, 1762, 1758]"
2121,"[1758, 1704, 1705, 1526, 1752]"
2122,"[1705, 321, 1704, 1904, 1762]"
2123,"[1015, 1762, 1758, 7, 11]"
2124,"[1705, 1704, 1030, 164, 409]"
2125,"[1704, 1705, 1760, 1721, 1067]"
2126,"[277, 1116, 1297, 344, 1705]"
2127,"[1113, 47, 319, 1880, 801]"
2128,"[1704, 1705, 454, 1721, 1907]"
2129,"[272, 279, 275, 274, 350]"
2130,"[1705, 1704, 211, 979, 213]"
2131,"[1705, 1704, 1721, 372, 334]"
2132,"[1704, 1761, 1705, 1760, 1753]"
2133,"[1705, 1704, 1753, 1040, 165]"
2134,"[1705, 1704, 1607, 1831, 1872]"
2135,"[1704, 1705, 1761, 1760, 1762]"
2136,"[1704, 1705, 1029, 1041, 1040]"
2137,"[1705, 1704, 1758, 699, 705]"
2138,"[96, 97, 1071, 868, 1748]"
2139,"[1705, 1704, 1762, 1758, 440]"
2140,"[1916, 195, 1137, 258, 1650]"
2141,"[440, 277, 7, 836, 279]"
2142,"[1705, 1704, 1721, 1157, 379]"
2143,"[1724, 1721, 1137, 1068, 699]"
2144,"[818, 1705, 1704, 1760, 1762]"
2145,"[1704, 1705, 1513, 563, 562]"
2146,"[1705, 1704, 1015, 440, 564]"
2147,"[818, 1800, 303, 1803, 1780]"
2148,"[1125, 1930, 366, 858, 819]"
2149,"[1705, 1068, 89, 1704, 289]"
2150,"[1704, 1029, 1705, 1040, 1034]"
2151,"[1704, 1762, 1758, 1761, 1705]"
2152,"[1704, 1705, 1067, 1774, 1721]"
2153,"[1015, 1758, 1762, 1570, 29]"
2154,"[836, 1800, 1803, 1780, 562]"
2155,"[1704, 1705, 374, 334, 819]"
2156,"[290, 1071, 97, 1752, 96]"
2157,"[1877, 11, 220, 1705, 1704]"
2158,"[277, 220, 11, 633, 279]"
2159,"[818, 1704, 1705, 1762, 1758]"
2160,"[1753, 1774, 1761, 1760, 1713]"
2161,"[1704, 1705, 1760, 1761, 1758]"
2162,"[1705, 1704, 1607, 705, 1808]"
2163,"[1704, 1705, 1760, 1064, 1795]"
2164,"[334, 1705, 1704, 1024, 387]"
2165,"[700, 1770, 637, 634, 97]"
2166,"[440, 277, 692, 272, 1188]"
2167,"[1705, 1704, 1907, 257, 688]"
2168,"[1038, 1704, 1026, 1705, 406]"
2169,"[1762, 1015, 1758, 1705, 1704]"
2170,"[1131, 1037, 992, 473, 1029]"
2171,"[285, 1184, 98, 1117, 1290]"
2172,"[1705, 1704, 1769, 1775, 1761]"
2173,"[1704, 1705, 1578, 361, 1513]"
2174,"[1704, 1705, 699, 1137, 1916]"
2175,"[1704, 1705, 1910, 291, 1070]"
2176,"[1705, 1704, 1795, 1761, 628]"
2177,"[1705, 1704, 1700, 1014, 374]"
2178,"[161, 165, 1026, 1029, 166]"
2179,"[1066, 1752, 1915, 1037, 1041]"
2180,"[361, 377, 1705, 1704, 108]"
2181,"[1752, 1753, 165, 1025, 937]"
2182,"[1705, 1704, 372, 1758, 1762]"
2183,"[1705, 1704, 1762, 1758, 1761]"
2184,"[1705, 1704, 1758, 1762, 1761]"
2185,"[1705, 1704, 1030, 1753, 1066]"
2186,"[1704, 1705, 409, 220, 1044]"
2187,"[445, 7, 1113, 1705, 11]"
2188,"[1902, 1045, 1044, 1043, 1042]"
2189,"[1705, 1704, 1753, 1907, 1795]"
2190,"[1705, 1064, 1704, 1067, 836]"
2191,"[1022, 332, 618, 393, 7]"
2192,"[1753, 175, 1029, 928, 211]"
2193,"[938, 1041, 165, 925, 1907]"
2194,"[1704, 1705, 836, 81, 1243]"
2195,"[1015, 1762, 1758, 1264, 1785]"
2196,"[277, 24, 1243, 618, 1092]"
2197,"[1776, 1757, 1753, 757, 1752]"
2198,"[1705, 1704, 1032, 106, 165]"
2199,"[1704, 1705, 1760, 1098, 1758]"
2200,"[1704, 1705, 1910, 1067, 1746]"
2201,"[1705, 1704, 1297, 1907, 1157]"
2202,"[1705, 1704, 1067, 1758, 1761]"
2203,"[96, 1118, 98, 1746, 409]"
2204,"[1029, 165, 1041, 925, 1032]"
2205,"[1704, 1705, 1795, 698, 1761]"
2206,"[1705, 1704, 1774, 1769, 1721]"
2207,"[277, 24, 1092, 1274, 274]"
2208,"[1705, 1704, 332, 1057, 804]"
2209,"[1770, 1028, 1925, 1118, 1795]"
2210,"[1704, 1705, 1270, 1068, 334]"
2211,"[1704, 1705, 1762, 1758, 1760]"
2212,"[1704, 1705, 1113, 1760, 1761]"
2213,"[1758, 1704, 1907, 1705, 1762]"
2214,"[1705, 1704, 1157, 1907, 699]"
2215,"[1071, 1705, 1704, 1753, 1748]"
2216,"[1916, 1066, 1037, 1163, 1032]"
2217,"[1705, 1704, 1033, 937, 164]"
2218,"[1570, 1877, 29, 1015, 1759]"
2219,"[1752, 1705, 1704, 83, 1755]"
2220,"[1705, 1704, 206, 976, 201]"
2221,"[1157, 1705, 1704, 372, 699]"
2222,"[1049, 1045, 1055, 1030, 1047]"
2223,"[344, 440, 836, 81, 1147]"
2224,"[1795, 1761, 1760, 1705, 698]"
2225,"[1057, 7, 277, 312, 575]"
2226,"[1704, 1705, 1907, 1753, 1029]"
2227,"[1176, 1297, 313, 47, 1015]"
2228,"[1704, 1753, 1705, 442, 1772]"
2229,"[1704, 1705, 1776, 1757, 1752]"
2230,"[1704, 1705, 1791, 1793, 1792]"
2231,"[1705, 1704, 1064, 321, 1526]"
2232,"[1066, 1030, 1705, 1704, 1753]"
2233,"[1705, 1704, 1760, 1761, 1144]"
2234,"[1029, 165, 1705, 1704, 175]"
2235,"[1705, 1704, 1775, 819, 59]"
2236,"[1704, 1705, 97, 1137, 699]"
2237,"[1147, 1275, 449, 1705, 1704]"
2238,"[1705, 1704, 1721, 108, 1758]"
2239,"[1705, 1704, 1066, 1915, 1041]"
2240,"[1752, 1705, 1704, 1616, 1671]"
2241,"[1705, 1704, 1753, 1030, 928]"
2242,"[1705, 1704, 605, 322, 1136]"
2243,"[1705, 1704, 1157, 1907, 699]"
2244,"[1068, 289, 102, 1704, 1705]"
2245,"[290, 1167, 1121, 1122, 313]"
2246,"[1795, 1036, 1783, 1616, 1760]"
2247,"[773, 1068, 1299, 292, 1705]"
2248,"[1705, 1704, 1758, 1762, 1761]"
2249,"[1155, 368, 374, 1162, 1065]"
2250,"[211, 1052, 287, 1029, 985]"
2251,"[1129, 692, 175, 334, 333]"
2252,"[1112, 454, 1147, 643, 465]"
2253,"[1770, 1028, 411, 97, 1239]"
2254,"[1134, 1022, 1705, 1877, 1155]"
2255,"[1155, 1127, 1137, 374, 706]"
2256,"[1704, 1705, 1762, 1758, 1761]"
2257,"[1264, 1752, 1067, 575, 402]"
2258,"[1704, 1705, 1762, 1758, 1761]"
2259,"[1705, 1704, 1758, 1760, 1761]"
2260,"[1705, 1704, 1066, 1040, 303]"
2261,"[393, 1057, 1022, 1134, 332]"
2262,"[1037, 1029, 1297, 1704, 1705]"
2263,"[374, 363, 1167, 626, 1613]"
2264,"[1705, 773, 97, 165, 102]"
2265,"[1704, 1705, 1922, 1897, 1030]"
2266,"[915, 985, 984, 983, 982]"
2267,"[1705, 1704, 762, 1137, 904]"
2268,"[1705, 1704, 1769, 175, 163]"
2269,"[1029, 1705, 1704, 1034, 349]"
2270,"[1705, 1704, 1037, 1916, 1032]"
2271,"[1705, 1704, 999, 1052, 1039]"
2272,"[1776, 1757, 757, 769, 767]"
2273,"[1015, 1758, 1785, 1762, 1264]"
2274,"[1705, 1704, 1874, 1870, 1824]"
2275,"[1021, 1705, 1704, 1773, 1762]"
2276,"[1704, 1705, 454, 455, 16]"
2277,"[1704, 1705, 1753, 441, 114]"
2278,"[1704, 1705, 454, 455, 1113]"
2279,"[1705, 1704, 1795, 1125, 1065]"
2280,"[627, 1760, 1875, 1705, 1704]"
2281,"[1705, 454, 1704, 1066, 455]"
2282,"[165, 935, 1041, 1029, 164]"
2283,"[1704, 1705, 1758, 1762, 1760]"
2284,"[1705, 1704, 1609, 1870, 1824]"
2285,"[1064, 1522, 1155, 1066, 175]"
2286,"[1690, 1126, 125, 1124, 1244]"
2287,"[727, 1011, 1650, 734, 726]"
2288,"[313, 314, 1115, 1028, 899]"
2289,"[1705, 1704, 1761, 1762, 1758]"
2290,"[1704, 1705, 1759, 1764, 1800]"
2291,"[1705, 1704, 1297, 277, 341]"
2292,"[1704, 1705, 1760, 1761, 1758]"
2293,"[440, 836, 1067, 81, 277]"
2294,"[1704, 1705, 440, 1752, 1761]"
2295,"[1759, 1764, 1570, 1877, 793]"
2296,"[1064, 1910, 291, 289, 335]"
2297,"[164, 1041, 935, 165, 409]"
2298,"[1705, 1704, 441, 1721, 1567]"
2299,"[1704, 1705, 1758, 1067, 1769]"
2300,"[818, 1092, 861, 575, 574]"
2301,"[1705, 1704, 1762, 1758, 1071]"
2302,"[1705, 1704, 1758, 372, 992]"
2303,"[1705, 1704, 1758, 1761, 1762]"
2304,"[1049, 918, 1030, 1042, 1045]"
2305,"[1705, 1704, 1760, 1067, 1113]"
2306,"[1026, 923, 161, 175, 1154]"
2307,"[1704, 1705, 96, 324, 1068]"
2308,"[1704, 1705, 1762, 1758, 1761]"
2309,"[1073, 1028, 1925, 866, 1071]"
2310,"[1705, 1704, 1066, 1916, 1202]"
2311,"[7, 1050, 277, 1748, 1297]"
2312,"[1704, 1705, 1721, 108, 362]"
2313,"[1705, 1704, 374, 1766, 361]"
2314,"[1721, 1704, 1705, 372, 108]"
2315,"[1704, 1705, 334, 1721, 374]"
2316,"[1705, 1704, 1066, 1067, 1762]"
2317,"[1705, 1704, 1774, 1071, 1748]"
2318,"[1705, 1704, 1125, 334, 468]"
2319,"[1705, 1704, 1758, 1762, 1015]"
2320,"[1041, 165, 1040, 211, 1705]"
2321,"[836, 220, 1704, 1173, 440]"
2322,"[1705, 1704, 836, 11, 220]"
2323,"[1570, 1015, 1877, 1762, 1758]"
2324,"[1152, 374, 363, 1156, 372]"
2325,"[1704, 1705, 1025, 937, 159]"
2326,"[175, 1880, 1154, 1038, 1026]"
2327,"[1705, 1704, 1113, 1760, 1066]"
2328,"[1030, 165, 938, 163, 1040]"
2329,"[1877, 1570, 1705, 1704, 1895]"
2330,"[454, 862, 811, 441, 455]"
2331,"[1704, 1030, 1705, 1916, 1907]"
2332,"[1705, 1704, 454, 455, 535]"
2333,"[818, 1704, 1705, 1800, 1759]"
2334,"[1704, 1705, 454, 1762, 1758]"
2335,"[1029, 211, 979, 1052, 1049]"
2336,"[277, 11, 633, 220, 269]"
2337,"[1704, 1705, 1066, 1030, 1752]"
2338,"[1760, 1761, 575, 562, 563]"
2339,"[440, 1067, 836, 81, 277]"
2340,"[789, 1704, 1705, 774, 430]"
2341,"[1064, 1795, 101, 289, 1721]"
2342,"[1704, 1705, 374, 363, 362]"
2343,"[102, 1142, 654, 664, 663]"
2344,"[1704, 1705, 1649, 919, 1762]"
2345,"[1068, 454, 289, 1910, 1567]"
2346,"[1705, 1704, 1775, 819, 59]"
2347,"[1066, 1704, 1705, 1916, 1915]"
2348,"[1705, 1704, 1762, 1758, 1761]"
2349,"[1026, 1154, 923, 161, 1054]"
2350,"[1704, 1705, 1762, 1758, 1761]"
2351,"[1907, 1045, 1044, 1043, 1042]"
2352,"[1243, 836, 1705, 1704, 277]"
2353,"[1029, 1753, 938, 937, 1032]"
2354,"[801, 47, 1134, 1738, 1155]"
2355,"[1704, 1705, 1616, 163, 1025]"
2356,"[1029, 721, 1014, 165, 163]"
2357,"[1137, 1907, 967, 1168, 1704]"
2358,"[1704, 1705, 1762, 1760, 1758]"
2359,"[1066, 1705, 1704, 1068, 1030]"
2360,"[1779, 1800, 1704, 1780, 1803]"
2361,"[1704, 1705, 1721, 454, 390]"
2362,"[1704, 1705, 1243, 1760, 1758]"
2363,"[1704, 1705, 1762, 1758, 1761]"
2364,"[1136, 396, 605, 329, 1122]"
2365,"[1753, 1041, 1705, 1704, 1029]"
2366,"[1704, 1705, 455, 862, 1760]"
2367,"[1705, 1704, 1113, 1066, 1762]"
2368,"[1705, 1704, 128, 1915, 1168]"
2369,"[1044, 409, 108, 1733, 102]"
2370,"[289, 1795, 1770, 1705, 1704]"
2371,"[762, 1172, 1125, 1695, 859]"
2372,"[1705, 1704, 1766, 1721, 362]"
2373,"[1570, 1704, 1705, 1776, 1757]"
2374,"[1704, 1705, 374, 334, 1766]"
2375,"[175, 938, 681, 773, 1934]"
2376,"[440, 1705, 1704, 1910, 43]"
2377,"[1916, 1032, 1066, 1037, 1768]"
2378,"[220, 440, 285, 1063, 43]"
2379,"[164, 925, 928, 919, 175]"
2380,"[1704, 1705, 1041, 1620, 89]"
2381,"[1705, 1704, 409, 1379, 583]"
2382,"[1049, 1752, 1030, 1917, 1037]"
2383,"[1704, 1705, 1762, 1758, 1275]"
2384,"[277, 272, 1116, 1297, 314]"
2385,"[1705, 1704, 1762, 1758, 1760]"
2386,"[1705, 1704, 409, 175, 164]"
2387,"[1705, 1704, 211, 1049, 1030]"
2388,"[1705, 1704, 1066, 1125, 341]"
2389,"[1705, 1704, 1760, 1513, 1772]"
2390,"[374, 1137, 1129, 1125, 1131]"
2391,"[818, 1147, 1762, 1758, 1721]"
2392,"[1704, 1705, 1758, 372, 758]"
2393,"[1705, 1704, 292, 1068, 1125]"
2394,"[1704, 1705, 374, 361, 819]"
2395,"[1157, 1062, 1761, 699, 1762]"
2396,"[1721, 1776, 1757, 1752, 83]"
2397,"[1113, 1705, 1704, 1880, 1721]"
2398,"[346, 440, 1143, 1131, 1662]"
2399,"[374, 395, 387, 1727, 1135]"
2400,"[334, 1705, 1029, 374, 1125]"
2401,"[382, 1041, 988, 954, 670]"
2402,"[1054, 1154, 1038, 1649, 260]"
2403,"[1705, 1704, 1125, 370, 377]"
2404,"[1137, 374, 1705, 1704, 819]"
2405,"[801, 313, 1015, 11, 277]"
2406,"[937, 165, 1030, 1025, 159]"
2407,"[1705, 1704, 1907, 1762, 1157]"
2408,"[7, 1113, 32, 11, 24]"
2409,"[1705, 1704, 1760, 1758, 1762]"
2410,"[361, 1054, 902, 395, 1704]"
2411,"[7, 11, 1171, 618, 1513]"
2412,"[915, 975, 211, 1705, 971]"
2413,"[1704, 1705, 698, 1795, 1907]"
2414,"[1704, 1705, 1033, 937, 1040]"
2415,"[1705, 1704, 773, 1131, 1803]"
2416,"[1570, 1705, 1704, 1785, 1015]"
2417,"[1762, 1758, 1752, 1015, 1877]"
2418,"[341, 333, 692, 773, 1125]"
2419,"[1705, 1704, 1762, 409, 455]"
2420,"[1015, 1758, 1762, 1760, 1761]"
2421,"[1705, 1704, 1795, 1768, 1774]"
2422,"[1705, 1704, 1137, 374, 819]"
2423,"[1037, 1041, 1040, 1025, 937]"
2424,"[1113, 1066, 1067, 1721, 1916]"
2425,"[1705, 1704, 1066, 1040, 1915]"
2426,"[1704, 1705, 1054, 1026, 1038]"
2427,"[1570, 29, 1015, 1877, 1762]"
2428,"[1015, 1173, 657, 1760, 1176]"
2429,"[1705, 1704, 409, 594, 1513]"
2430,"[1705, 1704, 1753, 1721, 395]"
2431,"[1704, 1705, 1760, 1761, 1758]"
2432,"[1704, 1705, 1761, 1762, 1758]"
2433,"[440, 1023, 1134, 1704, 1188]"
2434,"[208, 969, 971, 257, 211]"
2435,"[1705, 1704, 758, 480, 102]"
2436,"[1030, 1753, 1029, 1041, 1066]"
2437,"[818, 1705, 344, 1147, 1704]"
2438,"[1704, 1705, 341, 692, 1609]"
2439,"[618, 7, 1001, 411, 1748]"
2440,"[1704, 1705, 374, 819, 361]"
2441,"[1704, 1705, 362, 1721, 1125]"
2442,"[1916, 918, 211, 1041, 1029]"
2443,"[1704, 1705, 1795, 1775, 1753]"
2444,"[334, 1190, 1172, 341, 387]"
2445,"[1176, 440, 344, 346, 1058]"
2446,"[1137, 175, 271, 292, 1135]"
2447,"[1705, 1704, 575, 564, 1513]"
2448,"[1752, 1762, 1147, 1067, 1910]"
2449,"[290, 1122, 313, 1167, 314]"
2450,"[7, 285, 11, 28, 575]"
2451,"[1705, 1704, 153, 175, 353]"
2452,"[1015, 1877, 1762, 1758, 1785]"
2453,"[1705, 1704, 1037, 1041, 1040]"
2454,"[1137, 1738, 1907, 1119, 1042]"
2455,"[1705, 1704, 1760, 1761, 1762]"
2456,"[1910, 564, 575, 563, 562]"
2457,"[1570, 1877, 1015, 1895, 1762]"
2458,"[1880, 1705, 1704, 1023, 1881]"
2459,"[1066, 1030, 1705, 1704, 1753]"
2460,"[1705, 1704, 699, 374, 1137]"
2461,"[1705, 1704, 1761, 1760, 1758]"
2462,"[1705, 1704, 938, 1915, 1030]"
2463,"[1705, 1704, 344, 1067, 1760]"
2464,"[1091, 295, 303, 1795, 1044]"
2465,"[1049, 1752, 221, 1917, 1030]"
2466,"[1705, 1704, 1761, 1760, 1775]"
2467,"[1752, 1015, 1785, 1721, 1570]"
2468,"[1705, 1704, 1762, 1760, 1758]"
2469,"[1761, 1704, 1705, 1760, 1040]"
2470,"[1264, 102, 409, 440, 574]"
2471,"[211, 1202, 410, 985, 984]"
2472,"[1704, 1705, 481, 1777, 1765]"
2473,"[1704, 1705, 1067, 1721, 1910]"
2474,"[1705, 1704, 1026, 1029, 1488]"
2475,"[334, 377, 374, 108, 362]"
2476,"[1023, 440, 1881, 1704, 1513]"
2477,"[1705, 1704, 1721, 1915, 1607]"
2478,"[1570, 1015, 1877, 1785, 1895]"
2479,"[1028, 1795, 688, 875, 341]"
2480,"[1705, 1704, 1758, 1910, 1297]"
2481,"[1705, 1704, 349, 1932, 1052]"
2482,"[1297, 411, 1567, 1513, 16]"
2483,"[374, 1705, 1704, 851, 819]"
2484,"[836, 7, 1015, 575, 564]"
2485,"[1705, 1704, 1243, 1015, 836]"
2486,"[1705, 1704, 1030, 738, 728]"
2487,"[1705, 1704, 382, 1297, 320]"
2488,"[1705, 1704, 1721, 321, 1785]"
2489,"[290, 1122, 1167, 1028, 1737]"
2490,"[1015, 277, 836, 440, 564]"
2491,"[1705, 1704, 1131, 340, 372]"
2492,"[1125, 1131, 1704, 1705, 341]"
2493,"[1705, 108, 1704, 1098, 372]"
2494,"[1704, 1705, 1907, 1753, 698]"
2495,"[102, 1015, 11, 1705, 1704]"
2496,"[818, 1570, 372, 1705, 1704]"
2497,"[1705, 1704, 11, 7, 564]"
2498,"[1190, 28, 1063, 567, 110]"
2499,"[1704, 1705, 1753, 1029, 1034]"
2500,"[440, 1243, 836, 81, 1274]"
2501,"[1705, 1704, 303, 1044, 1098]"
2502,"[1049, 737, 1030, 1052, 1045]"
2503,"[992, 1037, 1297, 265, 1123]"
2504,"[1570, 1877, 1015, 29, 1759]"
2505,"[1176, 274, 275, 1059, 279]"
2506,"[165, 1488, 979, 1029, 1758]"
2507,"[1705, 1704, 1760, 106, 1761]"
2508,"[1759, 128, 1764, 468, 861]"
2509,"[1705, 1704, 1776, 1757, 770]"
2510,"[1705, 1704, 1762, 1758, 1068]"
2511,"[1091, 1160, 868, 773, 430]"
2512,"[1788, 1789, 1023, 28, 1800]"
2513,"[1753, 1761, 1760, 1759, 1672]"
2514,"[440, 1264, 836, 1067, 1567]"
2515,"[1705, 1704, 1758, 1762, 1760]"
2516,"[440, 441, 1090, 437, 42]"
2517,"[1068, 98, 921, 628, 773]"
2518,"[7, 1001, 128, 1057, 1806]"
2519,"[1776, 1757, 1752, 1133, 481]"
2520,"[1297, 102, 290, 1907, 1176]"
2521,"[1705, 1704, 1761, 1760, 1662]"
2522,"[1705, 1704, 1773, 703, 1762]"
2523,"[1297, 411, 334, 279, 1063]"
2524,"[290, 313, 1028, 1064, 1122]"
2525,"[1704, 1705, 108, 362, 1495]"
2526,"[24, 220, 1176, 272, 275]"
2527,"[1704, 1705, 1030, 1066, 1760]"
2528,"[1705, 1704, 762, 1118, 1803]"
2529,"[1753, 928, 213, 211, 1042]"
2530,"[836, 312, 342, 1264, 575]"
2531,"[1705, 1704, 1758, 1762, 818]"
2532,"[1649, 1054, 1045, 919, 1026]"
2533,"[938, 1041, 165, 1068, 952]"
2534,"[1015, 1785, 1762, 1758, 1264]"
2535,"[1704, 1705, 393, 1132, 111]"
2536,"[1915, 921, 211, 1154, 979]"
2537,"[1705, 1704, 11, 1513, 564]"
2538,"[1704, 1705, 1915, 1042, 380]"
2539,"[1705, 1704, 11, 657, 1015]"
2540,"[1705, 1704, 1029, 937, 1616]"
2541,"[706, 1704, 1705, 97, 96]"
2542,"[1127, 1662, 319, 703, 1654]"
2543,"[1344, 1066, 369, 362, 1915]"
2544,"[290, 313, 1167, 1028, 314]"
2545,"[836, 1190, 1758, 564, 1513]"
2546,"[1704, 1705, 1762, 1758, 692]"
2547,"[175, 938, 934, 382, 1830]"
2548,"[1705, 1704, 1137, 79, 1066]"
2549,"[361, 108, 377, 1133, 1704]"
2550,"[1705, 1704, 1776, 1757, 1323]"
2551,"[411, 97, 1297, 98, 404]"
2552,"[1705, 1704, 1706, 1810, 1811]"
2553,"[1705, 1704, 722, 1037, 361]"
2554,"[108, 1133, 377, 361, 343]"
2555,"[1054, 919, 1753, 410, 175]"
2556,"[1756, 1758, 1760, 575, 567]"
2557,"[1704, 1705, 374, 1029, 1137]"
2558,"[1704, 1705, 971, 761, 175]"
2559,"[1705, 1704, 1753, 1758, 365]"
2560,"[1704, 372, 1705, 1157, 699]"
2561,"[285, 388, 1054, 220, 7]"
2562,"[290, 1028, 313, 1167, 281]"
2563,"[752, 343, 773, 1752, 1068]"
2564,"[1705, 1704, 1752, 1915, 1041]"
2565,"[1704, 1705, 1068, 1488, 165]"
2566,"[60, 420, 97, 98, 1746]"
2567,"[7, 11, 564, 1513, 563]"
2568,"[1029, 819, 1639, 855, 1067]"
2569,"[1752, 1705, 1704, 108, 1762]"
2570,"[1705, 1704, 59, 1774, 1795]"
2571,"[374, 108, 773, 1125, 819]"
2572,"[1704, 1705, 454, 1762, 1758]"
2573,"[1705, 1704, 1795, 698, 1761]"
2574,"[1068, 773, 1704, 1125, 341]"
2575,"[1057, 277, 285, 618, 440]"
2576,"[1705, 1704, 1758, 643, 703]"
2577,"[1705, 1704, 801, 1190, 441]"
2578,"[1570, 1705, 1704, 1895, 1759]"
2579,"[1049, 1054, 737, 213, 211]"
2580,"[1705, 1704, 372, 1758, 758]"
2581,"[1705, 1704, 1907, 1762, 1157]"
2582,"[1705, 1704, 1155, 1522, 1066]"
2583,"[1705, 1704, 1877, 1785, 1570]"
2584,"[97, 96, 420, 937, 159]"
2585,"[937, 1030, 1033, 1025, 159]"
2586,"[1113, 801, 277, 7, 564]"
2587,"[1705, 1704, 699, 688, 368]"
2588,"[1704, 1705, 1067, 1795, 1761]"
2589,"[1037, 287, 1029, 1041, 1049]"
2590,"[1705, 1704, 1037, 1041, 1034]"
2591,"[277, 1092, 1274, 1806, 575]"
2592,"[1705, 1704, 1762, 1067, 1758]"
2593,"[1015, 1758, 102, 1762, 564]"
2594,"[1752, 60, 1705, 1704, 420]"
2595,"[175, 915, 1046, 145, 964]"
2596,"[1705, 1704, 1050, 1800, 861]"
2597,"[1066, 1029, 1040, 1705, 1704]"
2598,"[149, 1205, 271, 195, 918]"
2599,"[1049, 211, 1052, 1704, 1705]"
2600,"[1770, 1028, 97, 1925, 1705]"
2601,"[1705, 1704, 1758, 1762, 1907]"
2602,"[979, 1756, 1488, 211, 985]"
2603,"[818, 1705, 1704, 277, 1513]"
2604,"[1705, 1704, 1760, 1761, 1769]"
2605,"[915, 911, 175, 935, 952]"
2606,"[1297, 374, 992, 1054, 411]"
2607,"[1704, 1705, 1672, 1753, 1915]"
2608,"[1297, 1705, 1704, 1567, 575]"
2609,"[1029, 165, 1032, 1030, 1034]"
2610,"[342, 96, 1142, 1071, 353]"
2611,"[1704, 1705, 1297, 97, 567]"
2612,"[1746, 1752, 420, 89, 102]"
2613,"[379, 372, 1570, 1705, 1704]"
2614,"[1705, 1704, 291, 1521, 1523]"
2615,"[1705, 1704, 1762, 1758, 1761]"
2616,"[1179, 638, 387, 1567, 1063]"
2617,"[1705, 1704, 352, 915, 201]"
2618,"[1068, 1705, 1907, 1704, 1062]"
2619,"[1705, 1704, 1752, 1760, 818]"
2620,"[1705, 1704, 1774, 1064, 1768]"
2621,"[1704, 1705, 1721, 1760, 1761]"
2622,"[1704, 1705, 1758, 1762, 1760]"
2623,"[285, 1085, 1109, 1047, 1103]"
2624,"[1704, 1705, 1762, 1758, 1760]"
2625,"[334, 374, 1029, 108, 1125]"
2626,"[1704, 1705, 175, 1830, 1871]"
2627,"[1705, 1704, 1753, 1795, 937]"
2628,"[1704, 1705, 1916, 1066, 1202]"
2629,"[1704, 1705, 1052, 1756, 1930]"
2630,"[1705, 1704, 692, 1029, 108]"
2631,"[1705, 1172, 1190, 1721, 441]"
2632,"[1704, 1705, 1907, 1035, 1029]"
2633,"[1705, 1704, 1760, 1774, 1495]"
2634,"[440, 1112, 643, 454, 1134]"
2635,"[1753, 1705, 1066, 1704, 1041]"
2636,"[1704, 1705, 1758, 1760, 1761]"
2637,"[1705, 1704, 1721, 108, 1752]"
2638,"[1264, 304, 1704, 1705, 567]"
2639,"[1704, 1113, 1705, 862, 1758]"
2640,"[1752, 1066, 1029, 1041, 1037]"
2641,"[1704, 1705, 1760, 856, 1761]"
2642,"[1704, 1705, 372, 334, 1067]"
2643,"[1057, 7, 313, 1297, 836]"
2644,"[1570, 1015, 1758, 1877, 1785]"
2645,"[1705, 1704, 698, 1915, 409]"
2646,"[1705, 1704, 102, 868, 257]"
2647,"[1085, 1148, 1047, 1704, 1103]"
2648,"[1704, 1705, 1758, 1157, 372]"
